doc_id,para_id,author,paragraph
37D,37D_85,A,"So, to have diversity means that robust conversation should be encouraged on points that are listed on the board papers or points that are raised.  So, I would say, diversity, just from experience, education, background, knowledge, that is all brought to the board table.  However, that won’t be harnessed unless the board has set down it’s ground rules of mutual respect, listening, understanding, giving each person the opportunity to speak."
37D,37D_86,A,"So, there’s a whole communication and just general respect that comes into play, as well, and encouraging every board member to make sure they put forward their perspectives, and accepting that there is no silly contribution, no silly question, no wrong way to look at things. It’s all part of having a robust discussion."
37D,37D_87,Q,"This is sounding like there’s an emerging model from all the interviews I’ve done.  Let me put it to you and see what you think, because it’s like what you’re saying, I think.  Fundamentally, the benefit of diversity is that it avoids groupthink, it provides excellent problem solving by avoiding groupthink, and including strategic thinking, vision and stuff.  You can only get that if the culture of the board is, as you say, includes different voices and uses the sort of strategies you talked about, and it has a culture to support that, to reinforce that."
37D,37D_88,Q,"I’ve got a triangle idea; so at the base of the triangle is the demographic diversity, and that can depend on, as you say, the purpose of the organisation and things like that, but that’s where you need the gender diversity, geographic diversity if that’s relevant to the purpose of your board, aged diversity, all those things, those more tangible things, so they’re at the base.  Then, they come up through this decision-making process, which is supported or not by the culture of the board, and what comes out of that is decisions that avoid group-think and add value to the society and the company, the organisation."
37D,37D_89,Q,"So, if it’s clear, is that consistent with your view, or would you tinker with it some way, add something?"
37D,37D_9,A,"The first two I mentioned, yeah, they’re not for profit."
37D,37D_90,A,"Okay, so let me get this triangle.  At the bottom is the general demographic?"
37D,37D_91,Q,Yeah.
37D,37D_92,A,"Then, along the sides, just go through that again for me please."
37D,37D_93,Q,"You can think of it as an arrow, if you want, it doesn’t have to be a triangle.  So at the base is the gender, the demographic diversity, then we’ve got the decision making, and that’s supported by the culture of inclusion.  Without that culture the view is, “Well, it doesn’t matter if you’re got the people, if they’re given token recognition, etcetera, then that’s not going to contribute to decision making in an effective way."
37D,37D_94,A,Yeah.
37D,37D_95,Q,"Then, you’ve got decision making that, for example, avoids group-think, and then, the outcome for that decision making by the board, is that you’ve got value creation, and risk mitigation, I forgot that one; value creation and risk mitigation that adds value to the company and to the broader society."
37D,37D_96,A,"Yeah.  I think that sounds like a good sound model.  I think vision is really important when it comes to developing a culture and really engaging that vision in every layer of the organisation.  So, starting with the board and the management team, and filtering it all the way through.  So, the vision needs to come to life and that will, I think, unlock the values and the culture as well."
