,doc_id,para_id,author,paragraph,emotion_profile,emotion_keywords
7591,3D,3D_214,A,"It’s a bit difficult in terms of diversity, because you have to have a particular skillset to be the CEO. You have to have pretty much – you have to be either a medical administrator, or you have to be a nursing director. There’s pretty much – you don’t have too much other choice. We’re a bit constrained in that regard.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'fear': 0.002, 'disgust': 0.018, 'anticipation': 0.054, 'joy': 0.144, 'trust': 0.8240000000000001}","['choice.', 'because', 'be', 'be', 'be']"
7592,3D,3D_215,Q,Okay. Do you send people off to courses and things with a view of helping them -,"{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0.02, 'surprise': 0.095, 'anticipation': 0.224, 'joy': 0.242, 'trust': 0.46}","['Okay.', 'helping', 'Do', 'send', 'to']"
7593,3D,3D_216,A,Lots of stuff. Yes. There are a lot of development activities for senior staff.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.16599999999999998, 'trust': 0.8739999999999999}","['Yes.', 'stuff.', 'staff.', 'There', 'development']"
7594,3D,3D_217,Q,"And a [unclear] 00:55:03 of diversity, not just gender, but -","{'anger': 0, 'sadness': 0.004, 'fear': 0.016, 'disgust': 0.031, 'trust': 0.119, 'anticipation': 0.143, 'joy': 0.144, 'surprise': 0.198}","['gender,', '[unclear]', '00:55:03', 'but', 'And']"
7595,3D,3D_218,A,We don’t have a lot of diversity in our senior staff. They are all females of about 50-plus. All of them. I think that’s just the way it works.,"{'sadness': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'anger': 0.017, 'disgust': 0.108, 'joy': 0.223, 'trust': 0.6930000000000001}","['that’s', 'just', '50-plus.', 'diversity', 'All']"
7596,3D,3D_219,Q,It’s the demographic.,"{'sadness': 0, 'fear': 0, 'disgust': 0.002, 'anger': 0.006, 'surprise': 0.007, 'anticipation': 0.091, 'joy': 0.318, 'trust': 0.617}","['It’s', 'demographic.', 'the']"
7597,3D,3D_22,A,"Because it’s a hospital. But you’re not allowed to have more than two clinicians, but you have to have at least one -","{'anger': 0, 'fear': 0.012, 'surprise': 0.037, 'sadness': 0.043, 'anticipation': 0.162, 'disgust': 0.197, 'joy': 0.225, 'trust': 0.36400000000000005}","['Because', 'not', 'but', 'But', 'allowed']"
7598,3D,3D_220,A,"Yes. Nursing is very, very female-dominated, and by the time you percolate up to those positions you tend to be 50-plus, so they’re pretty much -","{'sadness': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.001, 'anger': 0.014, 'disgust': 0.024, 'joy': 0.259, 'trust': 0.743}","['Yes.', '50-plus,', 'female-dominated,', 'very', 'they’re']"
7599,3D,3D_221,Q,"In that age group. Yes. Good, so more generally, how do you think diversity should be increased in Australian company boards?","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'anger': 0.003, 'disgust': 0.005, 'surprise': 0.057, 'joy': 0.26, 'trust': 0.715}","['Good,', 'Yes.', 'boards?', 'how', 'should']"
7600,3D,3D_222,A,This – is that the quota question?,"{'anger': 0, 'sadness': 0.005, 'disgust': 0.084, 'fear': 0.087, 'joy': 0.091, 'trust': 0.094, 'anticipation': 0.239, 'surprise': 0.441}","['question?', 'is', 'the', 'that', '–']"
7601,3D,3D_223,Q2,We’ll come to that.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.107, 'trust': 0.34199999999999997, 'anticipation': 0.5920000000000001}","['We’ll', 'come', 'that.', 'to']"
7602,3D,3D_224,Q,"Yes, you can answer that one, if you want.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.017, 'joy': 0.10200000000000001, 'trust': 0.923}","['Yes,', 'can', 'answer', 'one,', 'that']"
7603,3D,3D_225,A,"Yes. I personally – I prefer targets to quotas. I think – it’s a difficult question, because there are still a number of people who are incredibly resistant to any change. And so it’s difficult to know how to do that. I don’t know whether there’s an incentive that you can provide. Certainly rule changes are useful. Certainly in the state-owned sector, in state-owned entities, rule changes are very helpful. For example, the changes made to tenure – because there had been people who’d been on a board for 20, 30 years. You are never going to get change when somebody has been on a board for that -","{'sadness': 0, 'anger': 0, 'disgust': 0.035, 'fear': 0.047, 'joy': 0.06, 'surprise': 0.147, 'anticipation': 0.219, 'trust': 0.533}","['whether', 'Certainly', 'Certainly', 'can', 'who’d']"
7604,3D,3D_226,Q,"- for that long, yes.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.001, 'disgust': 0.016, 'joy': 0.15, 'trust': 0.873}","['yes.', 'long,', 'that', 'for', '-']"
7605,3D,3D_227,A,"- the record was 43, I believe, 43 years.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'disgust': 0, 'fear': 0.007, 'joy': 0.181, 'anticipation': 0.318, 'trust': 0.5349999999999999}","['believe,', 'years.', '43,', 'was', 'I']"
7606,3D,3D_228,Q,Shit.,"{'joy': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'trust': 0, 'sadness': 0.029, 'disgust': 0.486, 'anger': 0.526}",['Shit.']
7607,3D,3D_229,A,"Now, it was a woman.","{'sadness': 0, 'anger': 0.009, 'disgust': 0.02, 'fear': 0.024, 'joy': 0.155, 'trust': 0.202, 'surprise': 0.303, 'anticipation': 0.32799999999999996}","['Now,', 'was', 'woman.', 'it', 'a']"
7608,3D,3D_23,Q,Does it have to be a doctor?,"{'sadness': 0, 'anger': 0, 'disgust': 0.017, 'fear': 0.071, 'joy': 0.079, 'trust': 0.106, 'surprise': 0.245, 'anticipation': 0.522}","['doctor?', 'Does', 'have', 'be', 'to']"
7609,3D,3D_230,Q,Was it?,"{'sadness': 0, 'anger': 0, 'disgust': 0.016, 'trust': 0.027000000000000003, 'joy': 0.073, 'fear': 0.091, 'anticipation': 0.40299999999999997, 'surprise': 0.43}","['it?', 'Was']"
7610,3D,3D_231,A,She was 90-something.,"{'sadness': 0.002, 'anger': 0.007, 'surprise': 0.01, 'trust': 0.011, 'fear': 0.057, 'disgust': 0.119, 'anticipation': 0.319, 'joy': 0.516}","['90-something.', 'was', 'She']"
7611,3D,3D_232,Q,Wow.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'disgust': 0, 'trust': 0.002, 'joy': 0.151, 'surprise': 0.888}",['Wow.']
7612,3D,3D_233,Q2,You’re kidding me.,"{'sadness': 0, 'anticipation': 0, 'fear': 0.022, 'trust': 0.048, 'joy': 0.149, 'anger': 0.23, 'surprise': 0.244, 'disgust': 0.347}","['kidding', 'You’re', 'me.']"
7613,3D,3D_234,A,No.,"{'trust': 0.011, 'anticipation': 0.016, 'anger': 0.025, 'surprise': 0.033, 'fear': 0.038, 'joy': 0.133, 'sadness': 0.158, 'disgust': 0.627}",['No.']
7614,3D,3D_235,Q,"Well, that’s age diversity.","{'sadness': 0, 'fear': 0, 'surprise': 0.005, 'anger': 0.022, 'disgust': 0.047, 'anticipation': 0.112, 'joy': 0.33799999999999997, 'trust': 0.518}","['that’s', 'diversity.', 'Well,', 'age']"
7615,3D,3D_236,A,"Yes, they tried to get rid of her a few times, but no, she was a local legend and the community wouldn’t have it. But – so rule changes can help, because when you get those entrenched people – we were already at around 50/50. I think we were 45/55 or something, and so it helps. It absolutely can help.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.048, 'anticipation': 0.095, 'trust': 1.2622}","['helps.', 'Yes,', 'absolutely', 'tried', 'But']"
7616,3D,3D_237,Q,"It can help with demographic, but cognitive diversity?","{'sadness': 0, 'anger': 0, 'disgust': 0, 'fear': 0.035, 'joy': 0.057, 'trust': 0.183, 'surprise': 0.27, 'anticipation': 0.496}","['diversity?', 'can', 'demographic,', 'but', 'with']"
7617,3D,3D_238,A,"No. No, totally, it can’t. You can’t legislate for cognitive diversity. I think that’s pretty hard. It’s up to the board to do that. The board should be – as long as they’re aware of that, then they can try and select for various things that will make life better.","{'anger': 0, 'fear': 0, 'surprise': 0, 'sadness': 0.034, 'anticipation': 0.043, 'joy': 0.051000000000000004, 'disgust': 0.107, 'trust': 0.804}","['better.', 'can’t.', 'No.', 'that.', 'can’t']"
7618,3D,3D_239,Q,And quotas won’t get in the way of that. Because you’ve said there’s only – it’s a coupling of different demographics that -,"{'anger': 0.006, 'fear': 0.013, 'surprise': 0.021, 'sadness': 0.082, 'anticipation': 0.095, 'trust': 0.107, 'joy': 0.163, 'disgust': 0.553}","['that.', 'Because', 'only', 'won’t', 'that']"
7619,3D,3D_24,A,"No, it doesn’t. So at the moment we have no doctors on our board. We did have, but at this certain moment we have no doctors. We have the CEO of a very large metropolitan hospital on the board, who is a – was a nurse. And we’ve got, I think, a physio. But – yes. In terms of culture, not so much. In terms of community more – we try and make sure that there’s a balance between out-of-towners, if you like, and people who live in the local – because it’s a service that services the [Macedon Ranges] 00:05:58. It’s a catchment area. So we try and have a mix of people who are local to the [Macedon Ranges], as well as a whole bunch who aren’t.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.098, 'anticipation': 0.107, 'joy': 0.253, 'trust': 0.581}","['doesn’t.', 'But', 'but', 'there’s', 'well']"
7620,3D,3D_240,A,"Quotas – I find quotas a bit problematic for many reasons, but I can see the point behind them, because some people will not change unless you make them change. There’s that, as I said, rule changes, but maybe there are rules that are not quite so – don’t have maybe the side effects of quotas.","{'anger': 0, 'anticipation': 0.046, 'fear': 0.047, 'joy': 0.107, 'surprise': 0.129, 'trust': 0.14100000000000001, 'sadness': 0.156, 'disgust': 0.416}","['not', 'not', 'problematic', 'but', 'but']"
7621,3D,3D_241,Q,What might they be - the side effects of quotas?,"{'anger': 0, 'joy': 0.02, 'sadness': 0.042, 'disgust': 0.068, 'trust': 0.087, 'fear': 0.131, 'anticipation': 0.299, 'surprise': 0.392}","['quotas?', 'What', 'might', 'be', 'of']"
7622,3D,3D_242,Q2,A couple of the big issues -,"{'anger': 0, 'trust': 0.017, 'surprise': 0.043, 'fear': 0.096, 'anticipation': 0.107, 'sadness': 0.2, 'joy': 0.255, 'disgust': 0.322}","['issues', 'big', '-', 'the', 'of']"
7623,3D,3D_243,A,"I think you’ll end up with people on boards who are there because they want to be on a board, not because they necessarily have the right skillset or background or whatever, or somebody wants them to be on a board. There have been a lot of changes because of pushes from various groups. We get a lot of applications that come through a group called Women on Boards. We get a lot of applications. We also get a lot of applications, which are being pushed, for example, by the colleges – the medical colleges. They say, “You know, you should – you’re a senior surgeon. You should get board experience. You should go and apply for these things,” through the AICD, through board training and the AICD.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0.008, 'disgust': 0.064, 'trust': 0.268, 'anticipation': 0.32999999999999996, 'joy': 0.37000000000000005}","['because', 'because', 'because', 'somebody', 'know,']"
7624,3D,3D_244,A,"So I think those are – they’re nudges. They are quite good nudges. They get a lot more people. We used to get probably fewer females applying. Now there are lots of females applying, for example. A lot of medical practitioners are applying. So those nudges I think can be helpful. But in terms of quotas I think that’s like a sledgehammer approach. It may be necessary in the corporate arena, because it’s harder to nudge businesses that the government doesn’t have much control over.","{'sadness': 0, 'fear': 0, 'surprise': 0.007, 'disgust': 0.05, 'anticipation': 0.051000000000000004, 'anger': 0.064, 'joy': 0.15999999999999998, 'trust': 0.708}","['they’re', 'that’s', 'applying.', 'applying.', 'it’s']"
7625,3D,3D_245,Q,Which the government doesn’t have control over?,"{'anger': 0.002, 'anticipation': 0.033, 'sadness': 0.048, 'joy': 0.095, 'fear': 0.104, 'trust': 0.129, 'surprise': 0.269, 'disgust': 0.36000000000000004}","['over?', 'Which', 'doesn’t', 'have', 'the']"
7626,3D,3D_246,A,"Yes. It’s harder to provide those nudges. I don’t know what sort of incentives you could apply, but maybe there are some. A tax deduction, that’ll do it. That’ll do it.","{'sadness': 0, 'anger': 0, 'disgust': 0, 'joy': 0.017, 'fear': 0.027, 'surprise': 0.028, 'anticipation': 0.292, 'trust': 0.677}","['maybe', 'could', 'Yes.', 'That’ll', 'that’ll']"
7627,3D,3D_247,Q2,"You talked about a resistance to change idea, but any other barriers – what are the other barriers or the main barriers, do you think, to increasing diversity in terms of gender, ethnicity and social – that sort of stuff?","{'anger': 0.014, 'sadness': 0.026, 'fear': 0.095, 'disgust': 0.137, 'joy': 0.148, 'trust': 0.148, 'surprise': 0.162, 'anticipation': 0.204}","['stuff?', 'what', 'are', 'or', 'gender,']"
7628,3D,3D_248,A,"I think – there’s resistance to change, sure, with the clubbiness of certainly the corporate world. “You’re not in the right golf club, you didn’t go to the right school, university,” whatever. There’s a barrier, because you don’t know the people. There’s no network effect for you. You don’t know the people, right? I think there’s also a tension between trying to get more skills-based boards, and increasing the diversity. Sometimes it’s hard to do both, and so you run into – if you try to do this, you’ll run into arguments from the other side, and if you try to increase the skills base and they’re all men then you’re in trouble if you try to include the gender diversity.","{'anger': 0, 'anticipation': 0.011, 'fear': 0.046, 'surprise': 0.05, 'joy': 0.089, 'sadness': 0.147, 'trust': 0.245, 'disgust': 0.453}","['didn’t', 'not', 'no', 'because', 'barrier,']"
7629,3D,3D_249,A,"But I think that diversity of background is really missing, because we talk about gender diversity and we talk about skills-based boards, et cetera, but there’s I think a lot of people who don’t get a look-in just because of social background, whatever their educational attainments and professional attainments, just because they don’t know the right people or because they come from a particular ethnic group.","{'sadness': 0, 'anger': 0, 'fear': 0.053, 'surprise': 0.053, 'anticipation': 0.105, 'joy': 0.231, 'trust': 0.30400000000000005, 'disgust': 0.526}","['because', 'because', 'because', 'because', 'but']"
7630,3D,3D_25,Q,"Okay. Yes, that’s good. Excellent. Okay, so do you think diversity of Australian boards is important?","{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'disgust': 0, 'surprise': 0.229, 'joy': 0.23, 'trust': 0.5820000000000001}","['good.', 'Excellent.', 'Yes,', 'Okay.', 'Okay,']"
